id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Weapon_Sword_114,Espada del vigilante,Eightfold Blade,Petit sabre Sheikah,잔심의 단도,残心の小刀,Восьмеричный клинок,Achtvoudige tanto,Kogatana della prontezza,Zanshin-Kurzschwert,戒心小刀,戒心小刀,Petit sabre de la défiance,Espada del vigilante,Eightfold Blade
Weapon_Sword_124,Espada real,Royal Broadsword,Épée royale,왕가의 검,王家の剣,Королевский меч,Koninklijk zwaard,Spada reale,Königsschwert,王族之剑,王族之劍,Épée royale,Espada real,Royal Broadsword
Weapon_Sword_125,Espada del bosque,Forest Dweller's Sword,Épée des sylvains,숲에 사는 자의 검,森人の剣,Лесной меч,Woudzwaard,Spada silvana,Waldschwert,森民之剑,森民之劍,Épée des sylvains,Espada del bosque,Forest Dweller's Sword
Weapon_Sword_127,Espada zora,Zora Sword,Épée Zora,조라의 검,ゾーラの剣,Меч зора,Zora-zwaard,Spada Zora,Zora-Schwert,卓拉之剑,卓拉之劍,Épée zora,Espada zora,Zora Sword
Weapon_Sword_129,Daga gerudo,Gerudo Scimitar,Cimeterre Gerudo,겔드의 나이프,ゲルドのナイフ,Сабля герудо,Gerudo-kromzwaard,Scimitarra Gerudo,Gerudo-Messer,格鲁德匕首,格魯德匕首,Cimeterre gerudo,Daga gerudo,Gerudo Scimitar
Weapon_Sword_131,Espada de pluma,Feathered Edge,Lame rémige,날개깃의 검,風切羽の剣,Полетный меч,Verenkling,Spada piume in volo,Eisvogelschwert,斩风羽剑,斬風羽劍,Lame rémige,Espada de pluma,Feathered Edge
Weapon_Sword_147,Espada de la guardia,Royal Guard's Sword,Épée de garde royal,근위의 검,近衛の剣,Гвардейский меч,Sheikah-zwaard,Spada da guardia reale,Gardeschwert,近卫之剑,近衛之劍,Épée de garde royal,Espada de la guardia,Royal Guard's Sword
Weapon_Sword_161,Cetro mágico,Magic Rod,Baguette magique,마법의 지팡이,魔法の杖,Волшебный жезл,Toverstaf,Scettro magico,Kurzer Zauberstab,魔法杖,魔法杖,Baguette magique,Cetro mágico,Magic Rod
Weapon_Sword_163,Sable de zonnanio reforzado,Strong Zonaite Sword,Épée de sonium robuste,튼튼한 조나니움 검,ゾナニウムの強剣,Зонаровый меч+,Zonanium zwaard+,Spada di zonanio rinforzata,Starkes Sonanium-Schwert,左纳尼乌姆之强剑,左納尼烏姆之強劍,Épée de sonium robuste,Sable de zonnanio reforzado,Strong Zonaite Sword
Weapon_Sword_164,Gran sable de zonnanio,Mighty Zonaite Sword,Épée de sonium surpuissante,강력한 조나니움 검,ゾナニウムの剛剣,Зонаровый меч++,Zonanium zwaard++,Spada di zonanio massiccia,Mächtiges Sonanium-Schwert,左纳尼乌姆之刚剑,左納尼烏姆之剛劍,Épée de sonium surpuissante,Gran sable de zonnanio,Mighty Zonaite Sword
Weapon_Sword_166,Sable del aura maligna,Gloom Sword,Sabre émanatique,독기의 검,瘴気の剣,Миазмовый меч,Miasmazwaard,Spada miasmatica,Miasma-Schwert,瘴气之剑,瘴氣之劍,Sabre miasmatique,Sable del aura maligna,Gloom Sword
Weapon_Sword_167,Rama de árbol,Tree Branch,Branche d'arbre,나뭇가지,木の枝,Ветка,Tak,Ramo,Rute,木枝,木枝,Branche d'arbre,Rama de árbol,Tree Branch
Weapon_Sword_168,Palo de madera,Wooden Stick,Bâton,나무 봉,木の棒,Палка,Houten stok,Clava di legno,Einfacher Stock,木棒,木棒,Bâton,Palo de madera,Wooden Stick

Weapon_Bow_001,Arco de viajero,Traveler's Bow,Arc de voyageur,여행자의 활,旅人の弓,Походный лук,Reizigersboog,Arco da viandante,Reisebogen,旅人之弓,旅人之弓,Arc de voyageur,Arco de viajero,Traveler's Bow
Weapon_Bow_002,Arco de soldado,Soldier’s Bow,Arc de soldat,병사의 활,兵士の弓,Боевой лук,Soldatenboog,Arco da soldato,Soldatenbogen,士兵之弓,士兵之弓,Arc de soldat,Arco de soldado,Soldier’s Bow
Weapon_Bow_003,Arco boko punzante,Spiked Boko Bow,Arc à pointes boko,가시 보코활,トゲボコ弓,Колючий боколук,Boko-bottenboog,Arco boblin puntuto,Stachel-Bokbogen,尖刺波克弓,尖刺波克弓,Arc à pointes boko,Arco boko punzante,Spiked Boko Bow
Weapon_Bow_004,Arco boko,Boko Bow,Arc boko,보코활,ボコ弓,Боколук,Boko-boog,Arco boblin,Bokbogen,波克弓,波克弓,Arc boko,Arco boko,Boko Bow
Weapon_Bow_006,Arco lizal,Lizal Bow,Arc lézal,리잘보우,リザルボウ,Завролук,Lizal-boog,Arco lizal,Echsalbogen,蜥蜴弓,蜥蜴弓,Arc lézal,Arco lizal,Lizal Bow
Weapon_Bow_009,Arco de centaleón,Lynel Bow,Arc de Centaléo,라이넬의 활,ライネルの弓,Лук левра,Lynel-boog,Arco lynel,Leunenbogen,莱尼尔之弓,萊尼爾之弓,Arc de Lynel,Arco de centaleón,Lynel Bow
Weapon_Bow_011,Arco lizal reforzado,Strengthened Lizal Bow,Arc lézal robuste,강화 리잘보우,強化リザルボウ,Усиленный завролук,Verstevigde Lizal-boog,Arco lizal rinforzato,Starker Echsalbogen,强力蜥蜴弓,強力蜥蜴弓,Arc lézal robuste,Arco lizal reforzado,Strengthened Lizal Bow
Weapon_Bow_013,Arco del bosque,Forest Dweller's Bow,Arc des sylvains,숲에 사는 자의 활,森人の弓,Лесной лук,Woudboog,Arco silvano,Waldbogen,森民之弓,森民之弓,Arc des sylvains,Arco del bosque,Forest Dweller's Bow
Weapon_Bow_014,Arco zora,Zora Bow,Arc Zora,조라의 활,ゾーラの弓,Лук зора,Zora-boog,Arco Zora,Zora-Bogen,卓拉之弓,卓拉之弓,Arc zora,Arco zora,Zora Bow
Weapon_Bow_015,Arco gerudo,Gerudo Bow,Arc Gerudo,겔드의 활,ゲルドの弓,Лук герудо,Gerudo-boog,Arco Gerudo,Gerudo-Bogen,格鲁德之弓,格魯德之弓,Arc gerudo,Arco gerudo,Gerudo Bow
Weapon_Bow_016,Arco de golondrina,Swallow Bow,Arc de l'hirondelle,제비의 활,ツバメの弓,Ласточий лук,Zwaluwboog,Arco rondine,Schwalbenbogen,飞燕弓,飛燕弓,Arc de l'hirondelle,Arco de golondrina,Swallow Bow
Weapon_Bow_017,Arco de halcón,Falcon Bow,Arc du faucon,매의 활,ハヤブサの弓,Соколиный лук,Valkenboog,Arco falcone,Falkenbogen,游隼弓,遊隼弓,Arc du faucon,Arco de halcón,Falcon Bow
Weapon_Bow_026,Arco bestial,Mighty Lynel Bow,Arc du roi bestial,야수왕의 활,獣王の弓,Лук могучего левра,Machtige Lynel-boog,Arco bestiale,Bestienbogen,兽王弓,獸王弓,Arc du roi bestial,Arco bestial,Mighty Lynel Bow
Weapon_Bow_027,Arco boko de dragón,Dragonbone Boko Bow,Draco-arc boko,용골 보코활,竜骨ボコ弓,Драконий боколук,Boko-drakenboog,Dragoarco boblin,Knochen-Bokbogen,龙骨波克弓,龍骨波克弓,Draco-arc boko,Arco boko de dragón,Dragonbone Boko Bow
Weapon_Bow_028,Arco de águila,Great Eagle Bow,Arc de l'aigle,참수리의 활,オオワシの弓,Большой орлиный лук,Adelaarsboog,Arco aquila,Adlerbogen,大鹫弓,大鷲弓,Arc de l'aigle,Arco de águila,Great Eagle Bow
Weapon_Bow_029,Arco del vigilante,Phrenic Bow,Arc de la dévotion,일심의 활,一心の弓,Лук средоточия,Focusboog,Arco della concentrazione,Isshin-Bogen,一心之弓,一心之弓,Arc de la dévotion,Arco del vigilante,Phrenic Bow
Weapon_Bow_030,Arco lizal de acero,Steel Lizal Bow,Arc lézal en acier,강철 리잘보우,鋼鉄リザルボウ,Стальной завролук,Stalen Lizal-boog,Arco lizal d'acciaio,Stahl-Echsalbogen,钢铁蜥蜴弓,鋼鐵蜥蜴弓,Arc lézal en acier,Arco lizal de acero,Steel Lizal Bow
Weapon_Bow_032,Arco colosal,Savage Lynel Bow,Arc du dieu bestial,야수신의 활,獣神の弓,Лук ужасного левра,Woeste Lynel-boog,Arco bestiale divino,Chimärenbogen,兽神弓,獸神弓,Arc du dieu bestial,Arco colosal,Savage Lynel Bow
Weapon_Bow_033,Arco de la guardia,Royal Guard's Bow,Arc de garde royal,근위의 활,近衛の弓,Гвардейский лук,Sheikah-boog,Arco da guardia reale,Gardebogen,近卫之弓,近衛之弓,Arc de garde royal,Arco de la guardia,Royal Guard's Bow
Weapon_Bow_035,Arco de caballero,Knight's Bow,Arc de chevalier,기사의 활,騎士の弓,Рыцарский лук,Ridderboog,Arco da cavaliere,Ritterbogen,骑士之弓,騎士之弓,Arc de chevalier,Arco de caballero,Knight's Bow
Weapon_Bow_036,Arco real,Royal Bow,Arc royal,왕가의 활,王家の弓,Королевский лук,Koninklijke boog,Arco reale,Königsbogen,王族之弓,王族之弓,Arc royal,Arco real,Royal Bow
Weapon_Bow_038,Arco de madera,Wooden Bow,Arc en bois,나무 활,木の弓,Деревянный лук,Houten boog,Arco di legno,Holzbogen,木之弓,木之弓,Arc en bois,Arco de madera,Wooden Bow
Weapon_Bow_040,Arco doble,Duplex Bow,Arc à double encoche,이연궁,二連弓,Двойной лук,Dubbelboog,Arco a doppiotiro,Doppelschussbogen,二连弓,二連弓,Arc à double encoche,Arco doble,Duplex Bow
Weapon_Bow_072,Arco crepuscular,Dusk Bow,Arc crépusculaire,황혼의 활,黄昏の弓,Лук Сумрака,Schemerboog,Arco del crepuscolo,Schattenbogen,黄昏之弓,黃昏之弓,Arc crépusculaire,Arco crepuscular,Dusk Bow
Weapon_Bow_101,Arco de zonnanio,Zonaite Bow,Arc de sonium,조나니움 활,ゾナニウムの弓,Зонаровый лук,Zonanium boog,Arco di zonanio,Sonanium-Bogen,左纳尼乌姆之弓,左納尼烏姆之弓,Arc de sonium,Arco de zonnanio,Zonaite Bow
Weapon_Bow_104,Arco de gólem,Construct Bow,Arc de Golem,골렘의 활,ゴーレムの弓,Лук голема,Zonoïdeboog,Arco del golem,Konstruktbogen,魔像之弓,魔像之弓,Arc de Golem,Arco de gólem,Construct Bow
Weapon_Bow_105,Arco de gólem reforzado,Strong Construct Bow,Arc de Golem renforcé,튼튼한 골렘의 활,ゴーレムの強弓,Лук голема+,Zonoïdeboog+,Arco del golem rinforzato,Starker Konstruktbogen,魔像之强弓,魔像之強弓,Arc de Golem renforcé,Arco de gólem reforzado,Strong Construct Bow
Weapon_Bow_106,Gran arco de gólem,Mighty Construct Bow,Arc de Golem surpuissant,강력한 골렘의 활,ゴーレムの剛弓,Лук голема++,Zonoïdeboog++,Arco del golem massiccio,Mächtiger Konstruktbogen,魔像之刚弓,魔像之剛弓,Arc de Golem surpuissant,Gran arco de gólem,Mighty Construct Bow
Weapon_Bow_107,Arco de madera viejo,Old Wooden Bow,Vieil arc en bois,낡은 나무 활,古びた木の弓,Старый деревянный лук,Oude houten boog,Arco di legno antico,Alter Holzbogen,残旧的木之弓,殘舊的木之弓,Vieil arc en bois,Arco de madera viejo,Old Wooden Bow
Weapon_Bow_166,Arco del rey demonio,Demon King's Bow,Arc du roi démon,마왕의 활,魔王の弓,Лук короля демонов,Demonenkoningboog,Arco del re dei demoni,Bogen des Dämonenkönigs,魔王之弓,魔王之弓,Arc du roi démon,Arco del rey demonio,Demon King's Bow

Weapon_Shield_001,Escudo de madera,Wooden Shield,Bouclier en bois,나무 방패,木の盾,Деревянный щит,Houten schild,Scudo di legno,Holzschild,木盾,木盾,Bouclier en bois,Escudo de madera,Wooden Shield
Weapon_Shield_002,Escudo de soldado,Soldier’s Shield,Bouclier de soldat,병사의 방패,兵士の盾,Боевой щит,Soldatenschild,Scudo da soldato,Soldatenschild,士兵盾,士兵盾,Bouclier de soldat,Escudo de soldado,Soldier’s Shield
Weapon_Shield_003,Escudo de caballero,Knight's Shield,Bouclier de chevalier,기사의 방패,騎士の盾,Рыцарский щит,Ridderschild,Scudo da cavaliere,Ritterschild,骑士盾,騎士盾,Bouclier de chevalier,Escudo de caballero,Knight's Shield
Weapon_Shield_004,Escudo boko,Boko Shield,Bouclier boko,보코방패,ボコ盾,Бокощит,Boko-schild,Scudo boblin,Bokschild,波克盾,波克盾,Bouclier boko,Escudo boko,Boko Shield
Weapon_Shield_005,Escudo boko punzante,Spiked Boko Shield,Bouclier à pointes boko,가시 보코방패,トゲボコ盾,Колючий бокощит,Boko-bottenschild,Scudo boblin puntuto,Stachel-Bokschild,尖刺波克盾,尖刺波克盾,Bouclier à pointes boko,Escudo boko punzante,Spiked Boko Shield
Weapon_Shield_006,Escudo boko de dragón,Dragonbone Boko Shield,Draco-bouclier boko,용골 보코방패,竜骨ボコ盾,Драконий бокощит,Boko-drakenschild,Dragoscudo boblin,Knochen-Bokschild,龙骨波克盾,龍骨波克盾,Draco-bouclier boko,Escudo boko de dragón,Dragonbone Boko Shield
Weapon_Shield_007,Escudo lizal,Lizal Shield,Bouclier lézal,리잘실드,リザルシールド,Заврощит,Lizal-schild,Scudo lizal,Echsalschild,蜥蜴盾,蜥蜴盾,Bouclier lézal,Escudo lizal,Lizal Shield
Weapon_Shield_008,Escudo lizal reforzado,Reinforced Lizal Shield,Bouclier lézal robuste,강화 리잘실드,強化リザルシールド,Крепкий заврощит,Verstevigd Lizal-schild,Scudo lizal rinforzato,Starker Echsalschild,强力蜥蜴盾,強力蜥蜴盾,Bouclier lézal robuste,Escudo lizal reforzado,Reinforced Lizal Shield
Weapon_Shield_009,Escudo lizal de acero,Steel Lizal Shield,Bouclier lézal en acier,강철 리잘실드,鋼鉄リザルシールド,Стальной заврощит,Stalen Lizal-schild,Scudo lizal d'acciaio,Stahl-Echsalschild,钢铁蜥蜴盾,鋼鐵蜥蜴盾,Bouclier lézal en acier,Escudo lizal de acero,Steel Lizal Shield
Weapon_Shield_016,Escudo de centaleón,Lynel Shield,Bouclier de Centaléo,라이넬의 방패,ライネルの盾,Щит левра,Lynel-schild,Scudo lynel,Leunenschild,莱尼尔盾,萊尼爾盾,Bouclier de Lynel,Escudo de centaleón,Lynel Shield
Weapon_Shield_017,Escudo bestial,Mighty Lynel Shield,Bouclier du roi bestial,야수왕의 방패,獣王の盾,Щит могучего левра,Machtig Lynel-schild,Scudo bestiale,Bestienschild,兽王盾,獸王盾,Bouclier du roi bestial,Escudo bestial,Mighty Lynel Shield
Weapon_Shield_018,Escudo colosal,Savage Lynel Shield,Bouclier du dieu bestial,야수신의 방패,獣神の盾,Щит ужасного левра,Woest Lynel-schild,Scudo bestiale divino,Chimärenschild,兽神盾,獸神盾,Bouclier du dieu bestial,Escudo colosal,Savage Lynel Shield
Weapon_Shield_021,Escudo oxidado,Rusty Shield,Bouclier rouillé,녹슨 방패,錆びた盾,Ржавый щит,Verroest schild,Scudo arrugginito,Verrosteter Schild,生锈的盾,生鏽的盾,Bouclier rouillé,Escudo oxidado,Rusty Shield
Weapon_Shield_022,Escudo real,Royal Shield,Bouclier royal,왕가의 방패,王家の盾,Королевский щит,Koninklijk schild,Scudo reale,Königsschild,王族盾,王族盾,Bouclier royal,Escudo real,Royal Shield
Weapon_Shield_023,Escudo del bosque,Forest Dweller's Shield,Bouclier des sylvains,숲에 사는 자의 방패,森人の盾,Лесной щит,Woudschild,Scudo silvano,Waldschild,森民盾,森民盾,Bouclier des sylvains,Escudo del bosque,Forest Dweller's Shield
Weapon_Shield_025,Escudo zora,Zora Shield,Bouclier Zora,조라의 방패,ゾーラの盾,Щит зора,Zora-schild,Scudo Zora,Zora-Schild,卓拉盾,卓拉盾,Bouclier zora,Escudo zora,Zora Shield
Weapon_Shield_026,Escudo gerudo,Gerudo Shield,Bouclier Gerudo,겔드의 방패,ゲルドの盾,Щит герудо,Gerudo-schild,Scudo Gerudo,Gerudo-Schild,格鲁德盾,格魯德盾,Bouclier gerudo,Escudo gerudo,Gerudo Shield
Weapon_Shield_030,Escudo hyliano,Hylian Shield,Bouclier d'Hylia,하일리아의 방패,ハイリアの盾,Хайлийский щит,Hyliaans schild,Scudo Hylia,Hylia-Schild,海利亚盾,海利亞盾,Bouclier d'Hylia,Escudo hyliano,Hylian Shield
Weapon_Shield_031,Escudo de conejo,Hunter's Shield,Bouclier lapins,토끼 문양 방패,ウサギ柄の盾,Охотничий щит,Konijnenschild,Scudo del coniglio,Hasenschild,兔纹盾,兔紋盾,Bouclier lapins,Escudo de liebre,Hunter's Shield
Weapon_Shield_032,Escudo de pez,Fisherman's Shield,Bouclier poisson,물고기 문양 방패,魚柄の盾,Рыбацкий щит,Vissersschild,Scudo del pescatore,Fischschild,鱼纹盾,魚紋盾,Bouclier poisson,Escudo de pez,Fisherman's Shield
Weapon_Shield_033,Escudo de la guardia,Royal Guard's Shield,Bouclier de garde royal,근위의 방패,近衛の盾,Гвардейский щит,Sheikah-schild,Scudo da guardia reale,Gardeschild,近卫盾,近衛盾,Bouclier de garde royal,Escudo de la guardia,Royal Guard's Shield
Weapon_Shield_034,Escudo animal,Emblazoned Shield,Bouclier faune,짐승 문양 방패,ケモノ柄の盾,Расписной щит,Wapenschild,Scudo animalesco,Tierschild,兽纹盾,獸紋盾,Bouclier faune,Escudo animal,Emblazoned Shield
Weapon_Shield_035,Escudo de viajero,Traveler's Shield,Bouclier de voyageur,여행자의 방패,旅人の盾,Походный щит,Reizigersschild,Scudo da viandante,Reiseschild,旅人盾,旅人盾,Bouclier de voyageur,Escudo de viajero,Traveler's Shield
Weapon_Shield_036,Escudo del sol,Radiant Shield,Bouclier du soleil,태양의 방패,太陽の盾,Щит Солнца,Dageraadschild,Scudo solare,Sonnenschild,太阳盾,太陽盾,Bouclier du soleil,Escudo del sol,Radiant Shield
Weapon_Shield_037,Escudo de la ira,Daybreaker,Bouclier des sept joyaux,칠보의 방패,七宝の盾,Сияющая Эгида,Zonneschild,Scudo dei tesori,Schatzschild,七宝盾,七寶盾,Bouclier des sept joyaux,Escudo de la ira,Daybreaker
Weapon_Shield_040,Tapa de cacerola,Pot Lid,Couvercle de marmite,냄비 뚜껑,ナベのフタ,Крышка,Deksel,Coperchio,Topfdeckel,锅盖,鍋蓋,Couvercle de marmite,Tapa de cacerola,Pot Lid
Weapon_Shield_041,Escudo del vigilante,Shield of the Mind's Eye,Bouclier de l'égide,수호의 방패,護心の盾,Щит духовного ока,Focus-schild,Scudo dell'autodifesa,Goshin-Schild,护心盾,護心盾,Bouclier de l'égide,Escudo del vigilante,Shield of the Mind's Eye
Weapon_Shield_042,Escudo de la brisa,Kite Shield,Bouclier de l'accalmie,산들바람의 방패,風凪の盾,Воздушный щит,Vliegerschild,Scudo della brezza,Schild der Winde,风筝盾,風箏盾,Bouclier de l'accalmie,Escudo de la brisa,Kite Shield
Weapon_Shield_057,Escudo del viento,Sea-Breeze Shield,Bouclier du vent marin,바닷바람의 방패,海風の盾,Щит бриза,Zeebriesschild,Scudo del vento marino,Seewind-Schild,海风盾,海風盾,Bouclier du vent marin,Escudo del viento,Sea-Breeze Shield
Weapon_Shield_101,Escudo de zonnanio,Zonaite Shield,Bouclier de sonium,조나니움 방패,ゾナニウムの盾,Зонаровый щит,Zonanium schild,Scudo di zonanio,Sonanium-Schild,左纳尼乌姆之盾,左納尼烏姆之盾,Bouclier de sonium,Escudo de zonnanio,Zonaite Shield
Weapon_Shield_102,Escudo de zonnanio reforzado,Strong Zonaite Shield,Bouclier de sonium robuste,튼튼한 조나니움 방패,ゾナニウムの硬盾,Зонаровый щит+,Zonanium schild+,Scudo di zonanio rinforzato,Stabiler Sonanium-Schild,左纳尼乌姆之硬盾,左納尼烏姆之硬盾,Bouclier de sonium robuste,Escudo de zonnanio reforzado,Strong Zonaite Shield
